source = i18286_H2O_

MJD    Freq    Val
 18548.625    135.5507136852971    1.55683    
 18548.625    132.2591392963708    0.66583    
 18548.625    128.5561181088479    0.55655    
 18548.625    126.9103309144105    1.28668    
 18548.625    123.2073097268362    0.91433    
 18548.625    120.7386289351543    1.52188    
 18548.625    118.6813949420689    0.66371    
 18548.625    117.03560774758    0.50166    
 18548.625    115.3898205531426    0.26793    
 18548.625    113.7440333586537    1.66039    
 18548.625    110.0410121711308    2.90978    
 18548.625    108.3952249766934    1.77392    
 18548.625    106.7494377822045    1.15578    
 18548.625    103.869310191926    1.86425    
 18548.625    99.3433954071588    1.08547    
 18548.625    98.5205018098629    1.01141    
 18548.625    96.4632678168289    3.11897    
 18548.625    94.4060338237435    0.89708    
 18548.625    91.9373530320616    1.13425    
 18548.625    90.7030126362207    1.19474    
 18548.625    88.2343318444873    0.70573    
 18548.625    85.3542042542089    1.13654    
 18548.625    82.0626298652826    0.77156    
 18548.625    79.1825022750042    1.29058    
 18548.625    75.4794810874299    0.38152    
 18548.625    73.4222470943445    0.61394    
 18548.625    72.1879066985036    1.2043    
 18548.625    70.5421195040661    0.94154    
 18548.625    68.8963323096286    0.81732    
 18548.625    66.8390983165432    1.11902    
 18548.625    64.7818643234579    1.74503    
 18548.625    63.5475239275655    1.50289    
 18548.625    61.901736733128    2.25483    
 18548.625    60.2559495386906    1.62976    
 18548.625    57.7872687469572    0.92217    
 18548.625    56.1414815525198    0.32186    
 18548.625    54.9071411566274    0.14841    
 18548.625    53.6728007608379    0.15237    
 18548.625    52.4384603649969    0.77931    
 18548.625    51.2041199691045    0.76149    
 18548.625    48.3239923788261    0.48176    
 18548.625    47.0896519829337    0.18546    
 18548.625    45.4438647884963    0.47335    
 18548.625    42.1522903996214    1.30745    
 18548.625    39.2721628092915    1.94979    
 18548.625    36.8034820175582    4.85775    
 18548.625    31.0432268369499    1.80012    
 18548.625    27.751652448075    1.34344    
 18548.625    24.8715248577452    0.3394    
 18548.625    22.4028440660119    0.42101    
 18548.625    21.1685036702223    0.20915    
 18548.625    19.93416327433    0.73842    
 18548.625    14.9968016909662    0.28822    
 18548.625    13.3510144965287    0.34872    
 18548.625    11.7052273020398    0.30524    
 18548.625    10.4708869061989    0.1815    
 18548.625    5.9449721214316    0.19453    
 18548.625    1.0076105380678    0.41392    
 18548.625    -4.3411978439954    0.27185    
 18548.625    -11.3357934204446    0.41471    
 18548.625    -14.627367809371    1.05474    
 18548.625    -17.5074953997008    1.17299    
 18548.625    -20.3876229899792    0.25753    
 18548.625    -22.0334101844167    0.14171    
 18548.625    -27.7936653650763    1.24621    
 18548.625    -29.4394525595138    0.96118    
 18548.625    -31.4966865525992    2.50244    
 18548.625    -33.5539205456846    0.82852    
 18548.625    -34.7882609415255    1.14239    
 18548.625    -36.8454949345595    0.52888    
 18548.625    -38.4912821290484    2.23586    
 18548.625    -41.3714097193782    2.39014    
 18548.625    -43.4286437124636    2.23795    
 18548.625    -46.308771302742    0.35148    
 18548.625    -47.9545584972309    0.74646    
 18548.625    -56.594941268169    0.39876    
 18548.625    -58.2407284626065    0.15573    
 18548.625    -66.8811112335446    0.41608    
 18548.625    -70.5841324210674    1.19447    
 18548.625    -72.6413664141528    4.08215    
 18548.625    -74.6986004072382    0.59518    
 18548.625    -76.7558344003236    1.12773    
 18548.625    -82.1046427822839    0.29461    
 18548.625    -85.3962171712102    2.52703    
 18548.625    -87.8648979629436    0.60349    
 18548.625    -90.333578754574    1.78574    
 18548.625    -93.2137063449039    0.40652    
 18548.625    -103.9113231089274    0.14503    
 18548.625    -173.0343852762778    0.17418    
 18548.625    248.6583114629874    0.07813    
 18548.625    245.3663597766506    0.47583    
 18548.625    243.7203839334823    0.37232    
 18548.625    241.251420168704    0.27778    
 18548.625    237.9594684823672    0.21274    
 18548.625    237.1364805608088    0.24303    
 18548.625    236.3134926391989    0.21365    
 18548.625    233.4330349136928    0.10051    
 18548.625    232.1985530313037    0.07353    
 18548.625    191.0491569521458    0.06867    
 18548.625    182.8192777363039    0.08329    
 18548.625    177.8813502067988    0.07196    
 18548.625    176.6468683244611    0.11914    
 18548.625    173.3549166381244    0.1999    
 18548.625    170.8859528733461    0.10776    
 18548.625    169.651470990957    0.11558    
 18548.625    168.4169891086192    0.10546    
 18548.625    167.1825072262301    0.11421    
 18548.625    165.125037422334    0.25678    
 18548.625    163.4790615791656    0.39415    
 18548.625    161.0100978143873    0.28415    
 18548.625    158.1296400888298    0.55242    
 18548.625    153.1917125593247    3.39142    
 18548.625    150.7227487945978    6.30649    
 18548.625    148.6652789906502    5.37743    
 18548.625    144.1388454219244    4.20063    
 18548.625    137.5549420492509    3.99045    
 18548.625    135.4974722453033    3.06346    
 18548.625    131.7940265981873    0.84171    
 18548.625    126.0331111470723    1.07726    
 18548.625    123.1526534215148    0.23081    
 18548.625    121.5066775783464    0.31356    
 18548.625    120.2721956960087    0.29731    
 18548.625    117.3917379704512    0.27959    
 18548.625    114.5112802448937    0.09047    
 18548.625    111.2193285585569    1.39929    
 18548.625    108.7503647938301    0.5347    
 18548.625    106.2814010290518    0.46104    
 18548.625    104.6354251858834    0.34197    
 18548.625    102.5779553819873    0.79383    
 18548.625    98.8745097348713    0.81985    
 18548.625    96.405545970093    0.34163    
 18548.625    92.2906063621978    0.40277    
 18548.625    90.6446305190294    0.28944    
 18548.625    86.9411848719135    0.44091    
 18548.625    85.2952090287451    0.13098    
 18548.625    83.6492331855767    0.2493    
 18548.625    81.5917633815777    0.07317    
 18548.625    80.35728149924    0.07865    
 18548.625    77.8883177344617    0.17951    
 18548.625    75.8308479305141    0.52044    
 18548.625    70.0699324793991    0.38641    
 18548.625    68.8354505970614    0.3298    
 18548.625    67.189474753893    0.26343    
 18548.625    65.9549928715039    0.28651    
 18548.625    64.7205109891147    0.2658    
 18548.625    61.8400532635572    0.89382    
 18548.625    59.7825834596096    0.2959    
 18548.625    58.9595955380511    0.28665    
 18548.625    57.3136196948828    0.17578    
 18548.625    54.8446559301045    0.23768    
 18548.625    50.7297163222093    1.35352    
 18548.625    48.260752557431    0.27201    
 18548.625    44.557306910315    0.14788    
 18548.625    42.0883431455882    0.3133    
 18548.625    37.1504156161345    0.67712    
 18548.625    34.6814518513562    0.54712    
 18548.625    32.2124880866294    0.12227    
 18548.625    30.1550182826304    0.2763    
 18548.625    28.0975484786828    0.28947    
 18548.625    26.0400786747351    0.15121    
 18548.625    24.3941028315668    0.07229    
 18548.625    23.5711149099569    0.1548    
 18548.625    21.10215114523    0.08942    
 18548.625    17.8101994588933    0.13638    
 18548.625    15.341235694115    0.08383    
 18548.625    14.1067538117773    0.07518    
 18548.625    10.4033081646099    0.08901    
 18548.625    9.1688262822722    0.07417    
 18548.625    7.5228504391038    0.23281    
 18548.625    4.6423927135463    0.06781    
 18548.625    2.9964168703779    0.09992    
 18548.625    2.173428948768    0.08125    
 18548.625    -6.0564502670224    0.1021    
 18548.625    -10.9943777965275    0.06935    
 18548.625    -13.0518476005265    0.17506    
 18548.625    -15.1093174044741    0.12215    
 18548.625    -16.3437992868633    0.15876    
 18548.625    -18.8127630515901    0.39527    
 18548.625    -20.8702328555377    0.17409    
 18548.625    -23.3391966202646    0.06998    
 18548.625    -24.9851724634329    0.14061    
 18548.625    -28.2771241497697    0.08127    
 18548.625    -31.1575818753272    1.44029    
 18548.625    -34.0380396008333    1.43379    
 18548.625    -38.1529792087799    0.4372    
 18548.625    -41.0334369343374    0.19023    
 18548.625    -41.8564248558959    0.22649    
 18548.625    -45.9713644638425    0.08685    
 18548.625    -50.0863040717377    0.10162    
 18548.625    -51.3207859541269    0.07036    
 18548.625    -55.4357255620221    0.78299    
 18548.625    -67.3690504249799    0.0905    
 18548.625    -69.0150262681483    0.26088    
 18548.625    -72.306977954485    0.33926    
 18548.625    -78.8908813271585    0.09339    
 18548.625    -82.1828330134953    0.55699    
 18548.625    -86.7092665821697    0.06724    
 18548.625    -145.9643969362311    0.12575    
 18548.625    -149.2563486225164    0.31315    
 18548.625    246.3948171259776    2.04187    
 18548.625    243.5142948674526    0.68074    
 18548.625    242.6912885078225    0.61016    
 18548.625    241.0452757886654    0.49017    
 18548.625    239.3992630695082    0.85466    
 18548.625    235.6957344513532    0.30936    
 18548.625    234.4612249119339    0.48329    
 18548.625    176.0277733811858    0.49232    
 18548.625    169.4437225044543    1.84134    
 18548.625    166.9747034257186    0.47451    
 18548.625    164.9171875267721    1.87857    
 18548.625    163.271174807615    1.44641    
 18548.625    158.333136650092    2.27973    
 18548.625    155.8641175713048    5.42057    
 18548.625    150.9260794137819    14.53312    
 18548.625    143.9305253572611    29.1192    
 18548.625    139.8154935593167    10.31838    
 18548.625    133.2314426826366    2.15963    
 18548.625    131.1739267836387    3.82072    
 18548.625    127.4703981654837    0.58304    
 18548.625    125.4128822665372    1.01258    
 18548.625    122.1208568281714    0.44077    
 18548.625    120.0633409291735    0.87032    
 18548.625    117.1828186706485    0.92616    
 18548.625    115.1253027716506    0.389    
 18548.625    113.8907932322827    0.83901    
 18548.625    111.8332773332849    6.90286    
 18548.625    110.1872646141277    1.56737    
 18548.625    108.5412518949191    3.35488    
 18548.625    106.0722328161833    1.47672    
 18548.625    104.8377232768155    1.12763    
 18548.625    103.6032137373962    1.73093    
 18548.625    102.780207377869    1.68806    
 18548.625    99.076678759714    2.47676    
 18548.625    97.4306660405568    3.84319    
 18548.625    93.7271374224017    0.88426    
 18548.625    91.6696215234038    1.95311    
 18548.625    89.6121056244574    1.75306    
 18548.625    87.1430865456702    1.53943    
 18548.625    85.0855706467237    0.65582    
 18548.625    83.4395579275151    1.73394    
 18548.625    78.5015197699922    0.65162    
 18548.625    76.855507050835    1.88228    
 18548.625    73.5634816124693    0.40631    
 18548.625    70.2714561741035    1.39883    
 18548.625    68.6254434549463    0.87654    
 18548.625    66.5679275559485    0.97408    
 18548.625    65.7449211963699    0.75689    
 18548.625    64.510411657002    0.84348    
 18548.625    61.6298893984255    3.26208    
 18548.625    58.749367139849    0.84913    
 18548.625    57.1033544206919    0.75938    
 18548.625    55.045838521694    0.91932    
 18548.625    50.9308067237496    3.44288    
 18548.625    47.6387812853839    0.98597    
 18548.625    45.9927685662267    0.30622    
 18548.625    44.7582590268588    0.55666    
 18548.625    42.7007431278609    0.4787    
 18548.625    37.3512017906002    2.86715    
 18548.625    36.1166922512323    1.21295    
 18548.625    34.882182711813    1.73038    
 18548.625    31.1786540936579    1.21719    
 18548.625    28.2981318351329    0.77864    
 18548.625    25.8291127563457    1.86223    
 18548.625    24.1831000371885    1.34208    
 18548.625    18.0105523402463    0.39036    
 18548.625    17.1875459806677    0.35929    
 18548.625    10.1919919241469    1.30677    
 18548.625    8.1344760252004    0.88399    
 18548.625    6.0769601262025    0.75562    
 18548.625    -6.2681352676305    0.42633    
 18548.625    -12.8521861443106    0.4428    
 18548.625    -13.6751925039406    0.50732    
 18548.625    -15.3212052230978    0.41337    
 18548.625    -16.5557147624657    0.35152    
 18548.625    -18.6132306614636    0.70347    
 18548.625    -19.8477402008314    0.40924    
 18548.625    -21.4937529199886    0.44206    
 18548.625    -25.1972815380922    0.34877    
